005,3,0,52,0.4893975257873535,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
100,2,0,72,8.411368370056152,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
005,1,0,57,0.3767354488372803,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,3,0,51,1.573479413986206,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,4,0,50,2.2666072845458984,{'C': 0.1, 'gamma': 1, 'kernel': 'sigmoid'}
010,1,0,60,0.4666271209716797,{'C': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,0,0,58,2.9014480113983154,{'C': 0.1, 'gamma': 0.1, 'kernel': 'sigmoid'}
005,2,0,55,1.3149452209472656,{'C': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}
010,4,0,48,1.0123329162597656,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
010,0,0,52,1.845855951309204,{'C': 1, 'gamma': 1, 'kernel': 'sigmoid'}
010,3,0,66,2.0950469970703125,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,1,0,65,2.319120407104492,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,2,0,58,1.8730864524841309,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
015,3,0,68,4.871841192245483,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,3,0,67,1.1904189586639404,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,4,0,50,0.24225950241088867,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
020,1,0,70,0.8533949851989746,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
015,0,0,65,6.785229682922363,{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,0,0,69,2.7990028858184814,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
020,2,0,60,3.737957000732422,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
010,2,0,55,14.348644733428955,{'C': 1, 'gamma': 1, 'kernel': 'sigmoid'}
030,1,0,60,2.389132499694824,{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,3,0,69,5.2308759689331055,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
030,4,0,70,2.3668594360351562,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,4,0,53,4.947699785232544,{'C': 1, 'gamma': 0.1, 'kernel': 'sigmoid'}
060,0,0,72,2.3873534202575684,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
030,0,0,74,2.756592273712158,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,2,0,64,0.8964645862579346,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,1,0,69,3.7316675186157227,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
060,2,0,70,3.001459836959839,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,4,0,72,2.919832229614258,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
100,2,0,74,8.211669445037842,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
060,3,0,73,11.852688550949097,{'C': 0.1, 'gamma': 1, 'kernel': 'poly'}
100,4,0,73,11.410907745361328,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
100,0,0,74,7.582146167755127,{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}
100,1,0,76,6.152250289916992,{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}
100,3,0,76,5.717928171157837,{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}
005,2,0,55,0.25153040885925293,{'C': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,0,0,57,0.4663834571838379,{'C': 1, 'gamma': 0.1, 'kernel': 'sigmoid'}
010,2,0,69,0.2141256332397461,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
005,1,0,60,0.9852080345153809,{'C': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}
010,3,0,67,2.689723014831543,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,1,0,71,1.5079498291015625,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,1,0,52,0.34613513946533203,{'C': 10, 'gamma': 0.1, 'kernel': 'sigmoid'}
005,4,0,47,3.5759105682373047,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
015,1,0,61,1.6040518283843994,{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,0,0,62,3.5265867710113525,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,3,0,68,1.3111193180084229,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
030,4,0,72,0.8499510288238525,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,3,0,70,1.2556474208831787,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,0,0,70,0.7199206352233887,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,4,0,62,0.3588271141052246,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
005,3,0,55,8.46351170539856,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
015,4,0,64,3.6898674964904785,{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,2,0,70,1.7720916271209717,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
015,0,0,72,6.308545112609863,{'C': 0.1, 'gamma': 1, 'kernel': 'poly'}
015,2,0,60,3.315396308898926,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
030,0,0,71,0.7702178955078125,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,3,0,73,3.2370998859405518,{'C': 0.1, 'gamma': 1, 'kernel': 'poly'}
020,4,0,69,2.7079131603240967,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,2,0,68,2.309748411178589,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,1,0,66,3.634047508239746,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,3,0,68,2.539698362350464,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
060,1,0,71,7.08418869972229,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,2,0,70,5.418980836868286,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,4,0,72,9.665529251098633,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
100,2,0,77,10.35816502571106,{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}
100,3,0,70,20.982259035110474,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
100,4,0,73,3.9656288623809814,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,0,0,72,4.282077312469482,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
100,1,0,75,6.722144842147827,{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}
100,0,0,73,15.499742031097412,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
005,4,0,50,0.7851643562316895,{'C': 0.1, 'gamma': 1, 'kernel': 'sigmoid'}
005,1,0,52,4.461026906967163,{'C': 0.1, 'gamma': 1, 'kernel': 'sigmoid'}
005,3,0,55,0.9745800495147705,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
010,2,0,54,0.2553544044494629,{'C': 1, 'gamma': 1, 'kernel': 'sigmoid'}
010,4,0,58,0.3550574779510498,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
015,2,0,60,0.3677206039428711,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
015,3,0,65,0.2575216293334961,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
005,0,0,59,4.97446608543396,{'C': 0.1, 'gamma': 0.1, 'kernel': 'sigmoid'}
015,0,0,69,0.8465087413787842,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,1,0,58,3.2529046535491943,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
010,3,0,56,3.2984328269958496,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
020,0,0,70,2.4692330360412598,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,0,0,58,2.3842313289642334,{'C': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}
020,4,0,68,0.5544216632843018,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
005,2,0,51,8.005570411682129,{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}
020,2,0,68,4.106070518493652,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
020,1,0,70,1.6397514343261719,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,1,0,67,4.466635704040527,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
030,2,0,64,1.3460683822631836,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,0,0,71,2.816810369491577,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,3,0,62,4.230651378631592,{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,4,0,54,2.1326942443847656,{'C': 1, 'gamma': 0.01, 'kernel': 'sigmoid'}
030,1,0,61,1.8495526313781738,{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,3,0,74,2.638307809829712,{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}
060,2,0,69,1.7866628170013428,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
060,0,0,72,4.85138201713562,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,4,0,71,2.5169363021850586,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,3,0,69,2.4885923862457275,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,4,0,70,3.2057220935821533,{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,1,0,70,5.281598329544067,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
100,0,0,74,9.511873245239258,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
100,1,0,72,19.610236167907715,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
100,3,0,72,5.975638151168823,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
100,4,0,70,19.437026977539062,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
100,2,0,73,10.742853164672852,{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}
005,3,0,57,2.494229316711426,{'C': 0.1, 'gamma': 0.1, 'kernel': 'sigmoid'}
005,4,0,56,2.614305019378662,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
010,2,0,57,0.3242759704589844,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
010,0,0,60,0.8040294647216797,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,1,0,55,3.9302327632904053,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
015,1,0,67,1.1100215911865234,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,3,0,67,0.6563315391540527,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
005,2,0,56,1.5216898918151855,{'C': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}
010,1,0,52,2.750713586807251,{'C': 0.1, 'gamma': 0.1, 'kernel': 'sigmoid'}
005,0,0,56,4.351795196533203,{'C': 1, 'gamma': 0.1, 'kernel': 'sigmoid'}
020,0,0,68,0.6668663024902344,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,3,0,56,2.6240670680999756,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
020,4,0,59,0.6204938888549805,{'C': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}
015,2,0,71,2.6810054779052734,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,4,0,63,0.35190796852111816,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,4,0,66,2.2000691890716553,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,3,0,71,2.3236563205718994,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,0,0,71,3.191905975341797,{'C': 0.1, 'gamma': 1, 'kernel': 'poly'}
030,1,0,62,0.7479774951934814,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,2,0,68,4.296912431716919,{'C': 0.1, 'gamma': 0.001, 'kernel': 'poly'}
030,2,0,58,4.4954071044921875,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
020,1,0,72,1.9650318622589111,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,0,0,72,2.1828603744506836,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,3,0,72,0.7653412818908691,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,0,0,70,2.225588083267212,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,4,0,70,4.630627155303955,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,2,0,70,4.635612487792969,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
060,1,0,73,3.824326992034912,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
030,4,0,68,1.0646703243255615,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,3,0,75,7.7791736125946045,{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}
100,4,0,74,8.8528733253479,{'C': 10, 'gamma': 0.001, 'kernel': 'poly'}
100,3,0,76,7.429388761520386,{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}
100,0,0,72,8.353291988372803,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
100,2,0,72,5.780032634735107,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
100,1,0,72,6.022616863250732,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
005,1,0,58,0.5966274738311768,{'C': 1, 'gamma': 0.1, 'kernel': 'sigmoid'}
010,3,0,57,0.46218085289001465,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,0,0,59,2.567608118057251,{'C': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,4,0,48,2.374234676361084,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
010,1,0,50,1.4288456439971924,{'C': 1, 'gamma': 1, 'kernel': 'sigmoid'}
005,2,0,55,4.5711281299591064,{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}
010,0,0,56,1.6175510883331299,{'C': 10, 'gamma': 0.1, 'kernel': 'sigmoid'}
015,0,0,61,1.1751668453216553,{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}
005,3,0,54,6.114818572998047,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
020,1,0,74,0.6555202007293701,{'C': 0.1, 'gamma': 1, 'kernel': 'poly'}
020,3,0,67,0.7869768142700195,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,4,0,56,2.076451301574707,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
015,3,0,68,0.7070765495300293,{'C': 0.1, 'gamma': 1, 'kernel': 'poly'}
020,4,0,70,1.405731201171875,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,1,0,69,0.573591947555542,{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}
015,2,0,65,0.7138502597808838,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
020,0,0,68,0.7313451766967773,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,2,0,57,5.848097324371338,{'C': 0.1, 'gamma': 0.1, 'kernel': 'sigmoid'}
015,4,0,52,5.216236591339111,{'C': 0.1, 'gamma': 1, 'kernel': 'sigmoid'}
015,1,0,65,4.841219186782837,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,2,0,70,5.3004982471466064,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,0,0,71,5.077427387237549,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,4,0,72,2.7983481884002686,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,1,0,72,2.925952911376953,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
030,3,0,69,1.5193908214569092,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
030,2,0,68,5.0476295948028564,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,3,0,68,2.232250452041626,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,0,0,70,2.4813544750213623,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,2,0,72,2.0453948974609375,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
100,0,0,73,3.883469581604004,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
100,1,0,73,4.69815993309021,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
100,3,0,70,8.460898637771606,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
060,4,0,72,3.1685268878936768,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
100,2,0,76,9.875061273574829,{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}
100,4,0,74,12.787813425064087,{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}
005,3,0,57,0.685230016708374,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,2,0,56,2.960085868835449,{'C': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,0,0,57,2.4491899013519287,{'C': 1, 'gamma': 0.1, 'kernel': 'sigmoid'}
010,4,0,63,1.6633305549621582,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
005,4,0,48,5.934062957763672,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,1,0,55,10.694772481918335,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
015,2,0,70,1.5355916023254395,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,0,0,43,1.8577847480773926,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
015,1,0,62,3.358311176300049,{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,3,0,69,1.0970544815063477,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,3,0,55,1.389162302017212,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
030,0,0,67,1.0716454982757568,{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,2,0,53,1.257448673248291,{'C': 1, 'gamma': 1, 'kernel': 'sigmoid'}
010,0,0,63,2.9699575901031494,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
020,1,0,72,2.479006767272949,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,1,0,59,1.1163609027862549,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
030,3,0,69,2.1593856811523438,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,2,0,65,5.468233585357666,{'C': 0.1, 'gamma': 0.001, 'kernel': 'poly'}
030,4,0,70,3.4360640048980713,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,3,0,68,6.438973426818848,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,4,0,55,11.351428270339966,{'C': 1, 'gamma': 0.01, 'kernel': 'sigmoid'}
020,4,0,64,1.246262550354004,{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,0,0,70,5.136686086654663,{'C': 0.1, 'gamma': 1, 'kernel': 'poly'}
060,0,0,70,5.516615629196167,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,2,0,56,4.431481599807739,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
060,3,0,69,6.127044200897217,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,1,0,68,15.140137195587158,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,4,0,72,5.362548351287842,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,1,0,70,10.40478801727295,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
100,2,0,71,9.087073564529419,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,2,0,69,4.4319236278533936,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
100,3,0,77,11.784327268600464,{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}
100,0,0,76,9.156391382217407,{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}
100,4,0,76,25.535436630249023,{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}
100,1,0,72,4.728634834289551,{'C': 1, 'gamma': 0.001, 'kernel': 'poly'}
005,4,0,57,2.2331655025482178,{'C': 100, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,1,0,52,0.6859188079833984,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,3,0,55,0.6115298271179199,{'C': 0.1, 'gamma': 0.01, 'kernel': 'sigmoid'}
005,2,0,49,2.6242244243621826,{'C': 0.1, 'gamma': 1, 'kernel': 'sigmoid'}
010,3,0,65,0.6780264377593994,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
010,2,0,55,2.30403208732605,{'C': 10, 'gamma': 1, 'kernel': 'sigmoid'}
010,1,0,56,1.9203875064849854,{'C': 1, 'gamma': 0.01, 'kernel': 'sigmoid'}
015,0,0,70,0.8171579837799072,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
005,0,0,55,5.170372486114502,{'C': 1, 'gamma': 0.1, 'kernel': 'sigmoid'}
015,1,0,65,0.7633571624755859,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,4,0,56,1.4426264762878418,{'C': 1, 'gamma': 0.01, 'kernel': 'sigmoid'}
010,0,0,60,3.789919853210449,{'C': 10, 'gamma': 0.01, 'kernel': 'sigmoid'}
010,4,0,63,3.6053755283355713,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,4,0,69,2.1447649002075195,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,2,0,69,1.4858393669128418,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
030,3,0,70,2.075968027114868,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,3,0,67,2.458451747894287,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
015,2,0,70,0.8334276676177979,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,1,0,75,3.9812495708465576,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,0,0,73,2.4502334594726562,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,3,0,71,3.148953914642334,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
020,0,0,69,2.9652857780456543,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
030,2,0,64,2.28269100189209,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,4,0,71,10.686491250991821,{'C': 100, 'gamma': 0.001, 'kernel': 'sigmoid'}
030,1,0,64,1.40852689743042,{'C': 10, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,2,0,70,3.1614041328430176,{'C': 0.1, 'gamma': 0.001, 'kernel': 'poly'}
060,4,0,72,6.4118781089782715,{'C': 1, 'gamma': 0.001, 'kernel': 'sigmoid'}
060,1,0,70,5.253612041473389,{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}
060,3,0,74,5.098178148269653,{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}
060,0,0,70,5.699829339981079,{'C': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}
100,4,0,76,6.240694999694824,{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}
