005,0,0,55,57.526562213897705,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 75}
015,1,0,50,371.5173547267914,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
010,3,0,45,403.81798005104065,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
015,3,0,60,507.3076403141022,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 50}
020,4,0,60,578.227511882782,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 125}
010,3,0,45,94.61339139938354,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 125}
015,4,0,75,83.93562841415405,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 125}
005,3,0,40,124.8855938911438,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 25}
010,2,0,60,120.9625780582428,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 25}
015,3,0,65,107.73860836029053,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 75}
005,1,0,40,137.27207493782043,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
005,2,0,35,142.08646607398987,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
010,4,0,70,138.87787413597107,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 125}
015,2,0,45,144.25550627708435,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 25}
020,1,0,55,140.5495090484619,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 25}
005,4,0,55,167.79753637313843,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 25}
005,0,0,45,182.12150859832764,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 75}
015,1,0,65,215.8690001964569,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 25}
020,4,0,35,217.75032234191895,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 25}
010,1,0,50,285.5679168701172,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 50}
015,0,0,45,325.39705777168274,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 150}
020,3,0,45,568.2346239089966,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 25}
010,0,0,55,607.9291229248047,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
020,0,0,50,716.43505692482,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
020,2,0,55,749.9920151233673,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 50}
020,1,0,55,62.88503360748291,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
005,2,0,45,110.31310796737671,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 25}
020,3,0,60,92.88302779197693,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 150}
005,1,0,50,133.40747237205505,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 25}
020,2,0,55,111.30982065200806,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
005,3,0,65,141.772479057312,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 150}
010,3,0,35,139.37156558036804,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 50}
005,0,0,45,162.4194700717926,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 50}
010,4,0,70,158.63056778907776,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
010,2,0,45,181.94827318191528,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 25}
020,4,0,45,187.12440180778503,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 25}
005,4,0,60,234.44378638267517,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
015,2,0,55,229.86441588401794,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 25}
015,3,0,65,367.21424293518066,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 75}
010,0,0,50,389.39052295684814,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 25}
015,0,0,50,471.39494132995605,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 75}
015,4,0,45,495.4440996646881,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
010,1,0,60,532.6804506778717,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
015,1,0,60,548.9262857437134,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 25}
020,0,0,65,750.1759512424469,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 25}
015,2,0,65,54.48658275604248,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 100}
010,4,0,55,83.26965069770813,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 50}
020,2,0,55,63.355836153030396,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 25}
005,2,0,55,100.14869856834412,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
015,1,0,45,112.34634923934937,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
005,0,0,55,142.44536352157593,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
005,3,0,60,146.4102201461792,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 125}
010,2,0,65,164.0766043663025,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100}
010,1,0,80,165.631343126297,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 25}
015,3,0,65,205.4072449207306,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 100}
005,1,0,60,265.29183316230774,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 50}
015,0,0,35,299.19049644470215,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
020,4,0,55,528.3532295227051,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 50}
010,0,0,60,575.3952434062958,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 25}
010,3,0,75,585.852885723114,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 100}
020,0,0,65,591.2921073436737,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 50}
015,4,0,30,597.9417777061462,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
005,4,0,45,684.437139749527,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 25}
020,3,0,55,688.495591878891,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 25}
020,1,0,55,739.5432021617889,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 50}
015,0,0,45,91.35198998451233,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 75}
015,2,0,70,89.34113144874573,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
015,1,0,55,98.95563101768494,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 50}
020,0,0,45,91.64969396591187,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 125}
005,2,0,50,113.1323754787445,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 50}
020,4,0,50,105.91191744804382,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 50}
010,3,0,45,125.17130041122437,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 150}
005,0,0,45,140.78805899620056,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 25}
005,1,0,60,147.64011001586914,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
020,1,0,35,162.83982706069946,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 50}
010,4,0,45,203.8749656677246,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 25}
020,3,0,50,198.1431565284729,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
015,4,0,60,223.2004361152649,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 25}
010,1,0,55,254.70895266532898,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 50}
005,3,0,60,272.9653136730194,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 125}
010,0,0,70,278.5246527194977,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
005,4,0,35,422.03964829444885,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 50}
015,3,0,45,431.452894449234,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 100}
020,2,0,75,467.87411665916443,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 50}
010,2,0,55,596.2311029434204,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 50}
005,4,0,65,86.96440958976746,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 25}
020,2,0,65,67.61342811584473,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 100}
005,1,0,45,104.50851655006409,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 50}
010,1,0,50,118.12876915931702,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 25}
015,0,0,55,117.4626681804657,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 75}
005,0,0,55,138.09037160873413,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 25}
005,3,0,60,134.2851185798645,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
020,1,0,65,144.03161072731018,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
010,4,0,55,156.23256659507751,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 75}
010,3,0,60,168.1720929145813,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 25}
010,2,0,60,171.51985597610474,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 100}
015,3,0,50,232.14771246910095,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 50}
020,4,0,60,231.4177532196045,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 125}
005,2,0,55,261.7456679344177,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
010,0,0,60,286.5321295261383,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 50}
015,4,0,70,431.30325865745544,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 75}
020,3,0,75,483.38663816452026,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
020,0,0,45,513.7285389900208,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 25}
015,1,0,60,594.1260056495667,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 50}
015,2,0,50,712.6648404598236,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 75}
010,3,0,45,81.073575258255,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 125}
010,0,0,60,108.90855312347412,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 75}
005,1,0,50,124.78371334075928,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 25}
005,2,0,55,136.37864446640015,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 50}
005,4,0,40,157.79089522361755,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 25}
005,3,0,50,195.56816220283508,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 50}
020,1,0,60,174.27352929115295,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 150}
010,4,0,60,251.91398191452026,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 25}
015,4,0,60,258.9786231517792,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100}
020,2,0,65,301.51628398895264,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 50}
005,0,0,45,361.4825556278229,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 150}
010,1,0,45,389.6713445186615,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 25}
020,0,0,50,380.4648656845093,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 50}
010,2,0,50,396.5413963794708,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 75}
015,3,0,45,383.0802664756775,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100}
020,3,0,50,440.5511829853058,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 25}
015,1,0,50,747.6307153701782,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 50}
015,0,0,45,752.8464460372925,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 25}
020,4,0,55,730.71471118927,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 50}
015,2,0,60,773.4354810714722,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 50}
010,3,0,45,54.36648631095886,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
005,2,0,45,82.20682168006897,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 100}
010,1,0,50,96.10138416290283,{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 75}
010,4,0,65,99.33751368522644,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 75}
015,4,0,50,87.9304690361023,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 50}
005,4,0,65,98.44087171554565,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 25}
005,1,0,50,111.26545786857605,{'criterion': 'entropy', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 25}
005,3,0,45,188.73567652702332,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 25}
015,2,0,55,181.0966284275055,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 125}
015,0,0,55,182.8650631904602,{'criterion': 'gini', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 75}
015,1,0,65,186.08192539215088,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 75}
020,0,0,65,313.0747711658478,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 125}
010,2,0,60,374.17575669288635,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 25}
010,0,0,65,415.3168706893921,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 25}
015,3,0,70,407.92242527008057,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 25}
005,0,0,35,448.3337211608887,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
020,1,0,50,434.6693651676178,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 25}
020,3,0,50,509.333909034729,{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 25}
020,2,0,50,588.8101515769958,{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 75}
020,4,0,55,698.3203189373016,{'criterion': 'entropy', 'max_depth': 7, 'max_features': 'log2', 'n_estimators': 50}
